property_id,property_name,area,project,bedrooms,size_sqft,current_price_aed,dld_rental_area,unit_status,calc_version_rent,calc_version_yield,selected_rental_tier,comparable_count,projects_in_pool,annual_rent_estimate_aed,annual_rent_p25_aed,annual_rent_p75_aed,evidence_quality,investor_label,warnings,gross_rental_yield_pct,gross_yield_p25_pct,gross_yield_p75_pct
3508,The Community Motor City,Dubai Motor City,The Community Motor City,3,1446.0,1700000.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,842,48,76800.0,67738.0,86400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.52,3.98,5.08
8369,Aura Residences,Jumeirah village circle,Aura Residences,1,701.0,1100000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4339,206,62400.0,54720.0,70080.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.67,4.97,6.37
7656,Concept 7 Residences,Jumeirah village circle,Concept 7 Residences,0,392.0,601000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,102,31,43200.0,39018.0,47232.0,STRONG,Estimated Area Rent (Bedroom Match),,7.19,6.49,7.86
2061,The Community Motor City,Dubai Motor City,The Community Motor City,2,1077.0,1200000.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1589,54,60480.0,52800.0,70560.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.04,4.4,5.88
140,Yas Beach Residence,Yas Island,Yas Beach Residence,2,1958.0,2936770.0,Yas Island,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
4674,MBL Royal,Jumeirah Lake Towers,MBL Royal,3,2308.0,4000000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,242880.0,230400.0,288000.0,STRONGER,Estimated Project Rent,,6.07,5.76,7.2
5773,4Direction Residence 1,Dubai Land Residence Complex,4Direction Residence 1,1,832.0,921879.0,Wadi Al Safa 5,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2168,21,48960.0,44160.0,55440.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.31,4.79,6.01
5574,Serenity Lakes 2,Jumeirah village circle,Serenity Lakes 2,1,850.0,870000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,5092,211,65280.0,57600.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,7.5,6.62,8.28
4744,Ahad Residences,Business Bay,Ahad Residences,3,2308.0,4700000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,869,44,163200.0,142560.0,192000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.47,3.03,4.09
3495,Mayas Geneva,Jumeirah village circle,Mayas Geneva,0,527.0,659000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,7,1,59520.0,48000.0,63360.0,STRONGER,Estimated Project Rent,,9.03,7.28,9.61
6446,Yas Beach Residence,Yas Island,Yas Beach Residence,3,2698.0,4181200.0,Yas Island,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
3666,Sunrise Bay,EMAAR Beachfront,Sunrise Bay,1,733.0,2450000.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,37,1,121920.0,105600.0,132480.0,STRONGER,Estimated Project Rent,,4.98,4.31,5.41
7682,Stax,Jumeirah village circle,Stax,2,1086.0,1478737.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,3542,208,72000.0,61440.0,81600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.87,4.15,5.52
8222,Flow Residences,Dubai Islands,Flow Residences,1,844.0,1930000.0,Palm Deira,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
253,The Paragon by IGO,Business Bay,The Paragon by IGO,2,1222.0,2200000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,6,1,144000.0,144000.0,144000.0,STRONGER,Estimated Project Rent,,6.55,6.55,6.55
2326,Binghatti Royale,Jumeirah village circle,Binghatti Royale,2,1618.0,2300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1069,152,98400.0,78720.0,115200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.28,3.42,5.01
3834,MBL Royal,Jumeirah Lake Towers,MBL Royal,2,1460.0,2500000.0,Al Thanyah Fifth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,16,1,182400.0,168000.0,192000.0,STRONGER,Estimated Project Rent,,7.3,6.72,7.68
5945,The Paragon by IGO,Business Bay,The Paragon by IGO,0,416.0,865000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,72000.0,62400.0,72960.0,STRONGER,Estimated Project Rent,,8.32,7.21,8.43
5987,Yas Beach Residence,Yas Island,Yas Beach Residence,3,2724.0,4358910.0,Yas Island,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
2832,Westwood Grande Residences,Jumeirah village circle,Westwood Grande Residences,1,806.0,1200000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,5123,212,64060.0,57600.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.34,4.8,6.0
3097,Catch Residence by IGO,Jumeirah village circle,Catch Residence by IGO,2,1545.0,1850000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1235,160,96000.0,77760.0,115200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.19,4.2,6.23
6923,Luma22,Jumeirah village circle,Luma22,2,1258.0,1896980.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,11,1,98880.0,86400.0,120000.0,STRONGER,Estimated Project Rent,,5.21,4.55,6.33
1516,Azizi Amber,Al Furjan,Azizi Amber,0,378.0,609999.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,25,1,46080.0,44160.0,47040.0,STRONGER,Estimated Project Rent,,7.55,7.24,7.71
1234,Yas Beach Residence,Yas Island,Yas Beach Residence,2,2173.0,3257930.0,Yas Island,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
3955,Stax,Jumeirah village circle,Stax,0,393.0,717470.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,105,31,43200.0,38400.0,47232.0,STRONG,Estimated Area Rent (Bedroom Match),,6.02,5.35,6.58
3962,Q Gardens Boutique Residences,Arjan,Q Gardens Boutique Residences,1,850.0,1096000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,20,1,78720.0,76800.0,81600.0,STRONGER,Estimated Project Rent,,7.18,7.01,7.45
793,Westwood Grande Residences,Jumeirah village circle,Westwood Grande Residences,0,412.0,700000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,128,36,43200.0,38400.0,46080.0,STRONG,Estimated Area Rent (Bedroom Match),,6.17,5.49,6.58
8311,The Cape,Al Barari,The Cape,1,1380.0,3400000.0,Wadi Al Safa 3,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,614,21,76800.0,66240.0,86400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.26,1.95,2.54
6163,Wellington Grand Villas,Meydan City,Wellington Grand Villas,5,13007.0,18400000.0,Nad Al Shiba First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
7640,Binghatti Luna,Jumeirah village circle,Binghatti Luna,1,600.0,826000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,47,1,65280.0,62400.0,67200.0,STRONGER,Estimated Project Rent,,7.9,7.55,8.14
2989,Samana Sky Views,Dubai Production City,Samana Sky Views,0,,689000.0,meaisem first,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,No DLD rental area or size,,,
1279,Marina Star,Dubai Marina,Marina Star,1,841.0,2276190.0,Marsa Dubai,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,9,1,105600.0,105600.0,115200.0,STRONGER,Estimated Project Rent,,4.64,4.64,5.06
6556,SOL Bay,Business Bay,SOL Bay,1,972.0,1818890.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,39,1,86400.0,76800.0,91200.0,STRONGER,Estimated Project Rent,,4.75,4.22,5.01
983,SOL Bay,Business Bay,SOL Bay,0,491.0,1100000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R1,12,1,68160.0,65280.0,69120.0,STRONGEST,Estimated Project Rent (Exact Bedroom Match),,6.2,5.93,6.28
4545,The Cove,Dubai Creek Harbour,The Cove,4,4620.0,11500000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,Insufficient comparable rental data,,,
6141,Q Gardens Loft,Jumeirah village circle,Q Gardens Loft,0,385.0,490000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,97,29,43200.0,38400.0,46080.0,STRONG,Estimated Area Rent (Bedroom Match),,8.82,7.84,9.4
7286,Binghatti Canal,Business Bay,Binghatti Canal,0,491.0,1300000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,21,1,73440.0,72000.0,76800.0,STRONGER,Estimated Project Rent,,5.65,5.54,5.91
101,Golf Edge,Emaar South,Golf Edge,2,1181.0,1730000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1483,21,76800.0,67002.0,86880.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.44,3.87,5.02
5203,Urban Oasis by Missoni,Business Bay,Urban Oasis by Missoni,0,323.0,958000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,323,29,53424.0,40320.0,65472.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.58,4.21,6.83
3830,The Paragon by IGO,Business Bay,The Paragon by IGO,3,2382.0,4000000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,810,42,163200.0,143435.0,195168.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.08,3.59,4.88
7282,48 Parkside,Arjan,48 Parkside,2,1186.0,1645790.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,6,1,110400.0,81600.0,115200.0,STRONGER,Estimated Project Rent,,6.71,4.96,7.0
7842,Azizi Feirouz,Al Furjan,Azizi Feirouz,1,1008.0,1020000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,13,1,70560.0,67200.0,74880.0,STRONGER,Estimated Project Rent,,6.92,6.59,7.34
4905,Raffles The Palm Dubai,Palm Jumeirah,Raffles The Palm Dubai,4,4607.0,35500000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,95,13,422400.0,288000.0,624000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,1.19,0.81,1.76
5981,Divine Elements,Dubai South,Divine Elements,2,929.0,1275000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1793,20,65280.0,57600.0,76800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.12,4.52,6.02
6733,Divine Elements,Dubai South,Divine Elements,1,,980000.0,Madinat Al Mataar,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,NONE,0,0,,,,NONE,,No DLD rental area or size,,,
8220,The Palm Tower,Palm Jumeirah,The Palm Tower,1,1054.0,4500000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,38,1,240000.0,220800.0,264000.0,STRONGER,Estimated Project Rent,,5.33,4.91,5.87
3706,Urban Oasis by Missoni,Business Bay,Urban Oasis by Missoni,3,1916.0,4800000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1827,67,140554.0,120000.0,166697.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.93,2.5,3.47
6745,Urban Oasis by Missoni,Business Bay,Urban Oasis by Missoni,3,1916.0,4800000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1827,67,140554.0,120000.0,166697.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.93,2.5,3.47
1068,Eleganz,Jumeirah village circle,Eleganz,1,951.0,1560000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4622,208,67200.0,57600.0,76800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.31,3.69,4.92
4209,4Direction Residence 1,Dubai Land Residence Complex,4Direction Residence 1,2,1251.0,1450000.0,Wadi Al Safa 5,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1689,21,58080.0,51840.0,67200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.01,3.58,4.63
4389,Binghatti Crest,Jumeirah village circle,Binghatti Crest,1,618.0,905000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,39,1,65280.0,61440.0,72000.0,STRONGER,Estimated Project Rent,,7.21,6.79,7.96
4252,Emerge Residences,Meydan City,Emerge Residences,2,1036.0,2580000.0,Nad Al Shiba First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,532,10,80640.0,72000.0,93120.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.13,2.79,3.61
6235,The Palm Tower,Palm Jumeirah,The Palm Tower,0,524.0,2200000.0,Palm Jumeirah,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,36,1,115200.0,105600.0,120636.0,STRONGER,Estimated Project Rent,,5.24,4.8,5.48
4524,Binghatti Twilight,Al Jadaf Waterfront,Binghatti Twilight,2,876.0,1799000.0,Al Jadaf,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2235,24,67235.0,61440.0,76800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.74,3.42,4.27
5394,Vincitore Volare,Arjan,Vincitore Volare,0,503.0,668000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,56,12,43200.0,40320.0,48000.0,STRONG,Estimated Area Rent (Bedroom Match),,6.47,6.04,7.19
5497,Aura Residences,Jumeirah village circle,Aura Residences,0,320.0,675000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,28,7,38400.0,36622.0,48000.0,STRONG,Estimated Area Rent (Bedroom Match),,5.69,5.43,7.11
1459,Binghatti Royale,Jumeirah village circle,Binghatti Royale,1,756.0,1375000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,148,1,91849.0,81600.0,115200.0,STRONGER,Estimated Project Rent,,6.68,5.93,8.38
7285,The Cove,Dubai Creek Harbour,The Cove,2,1338.0,3000000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,37,1,150720.0,134400.0,161280.0,STRONGER,Estimated Project Rent,,5.02,4.48,5.38
4046,Vincitore Volare,Arjan,Vincitore Volare,1,727.0,1000000.0,Al Barshaa South Third,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2717,49,61440.0,51005.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,6.14,5.1,7.2
4997,Beverly Residence 2,Jumeirah village circle,Beverly Residence 2,1,740.0,970000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4703,207,62400.0,55680.0,72000.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,6.43,5.74,7.42
6530,Empire Residences,Jumeirah village circle,Empire Residences,2,996.0,1300000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4305,208,69120.0,59136.0,76800.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.32,4.55,5.91
6747,Emerge Residences,Meydan City,Emerge Residences,3,3169.0,6700000.0,Nad Al Shiba First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,35,2,153600.0,129600.0,182400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,2.29,1.93,2.72
3231,Harbour Gate,Dubai Creek Harbour,Harbour Gate,1,683.0,1600000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,38,1,86400.0,81600.0,96000.0,STRONGER,Estimated Project Rent,,5.4,5.1,6.0
5263,Oakley Square Residences,Jumeirah village circle,Oakley Square Residences,1,802.0,1450000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,37,1,81600.0,76800.0,86400.0,STRONGER,Estimated Project Rent,,5.63,5.3,5.96
7022,Park Town,Damac Hills,Park Town,1,1021.0,1624000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4436,51,64790.0,55680.0,74508.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,3.99,3.43,4.59
884,Canal Residence West,Dubai Sports City,Canal Residence West,3,2334.0,2334900.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,47,13,105600.0,90344.0,134400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.52,3.87,5.76
1727,Luma21,Jumeirah village circle,Luma21,1,595.0,1000000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,49,1,53760.0,45360.0,62400.0,STRONGER,Estimated Project Rent,,5.38,4.54,6.24
5402,The Pad by Omniyat,Business Bay,The Pad by Omniyat,1,648.0,1550000.0,Business Bay,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2486,77,75840.0,64320.0,91200.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.89,4.15,5.88
1745,Binghatti Crest,Jumeirah village circle,Binghatti Crest,2,1140.0,1391000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,30,1,98880.0,88320.0,117120.0,STRONGER,Estimated Project Rent,,7.11,6.35,8.42
4041,Azizi Lina,Jebel Ali,Azizi Lina,0,320.0,601000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,10,6,44160.0,44160.0,48960.0,STRONG,Estimated Area Rent (Bedroom Match),,7.35,7.35,8.15
472,Binghatti Lavender,Jumeirah village circle,Binghatti Lavender,0,380.0,715000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,19,1,52800.0,49920.0,57600.0,STRONGER,Estimated Project Rent,,7.38,6.98,8.06
4263,Harbour Gate,Dubai Creek Harbour,Harbour Gate,2,1202.0,2650000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,71,1,129600.0,120000.0,135360.0,STRONGER,Estimated Project Rent,,4.89,4.53,5.11
6327,Stax,Jumeirah village circle,Stax,1,677.0,1044712.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,4022,200,61920.0,52800.0,69120.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,5.93,5.05,6.62
6435,Pantheon Elysee,Jumeirah village circle,Pantheon Elysee,1,763.0,848999.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,25,1,67200.0,57600.0,70560.0,STRONGER,Estimated Project Rent,,7.92,6.78,8.31
735,Harbour Gate,Dubai Creek Harbour,Harbour Gate,3,1640.0,3650000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,29,1,181440.0,168000.0,187200.0,STRONGER,Estimated Project Rent,,4.97,4.6,5.13
5081,Binghatti Crest,Jumeirah village circle,Binghatti Crest,3,1215.0,1708000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,30,1,98880.0,88320.0,117120.0,STRONGER,Estimated Project Rent,,5.79,5.17,6.86
4702,Canal Residence West,Dubai Sports City,Canal Residence West,0,559.0,570000.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R3,36,12,40320.0,36480.0,43200.0,STRONG,Estimated Area Rent (Bedroom Match),,7.07,6.4,7.58
3027,Binghatti Crescent,Jumeirah village circle,Binghatti Crescent,2,988.0,1400000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,17,1,96000.0,91200.0,115200.0,STRONGER,Estimated Project Rent,,6.86,6.51,8.23
7457,Binghatti Tulip,Jumeirah village circle,Binghatti Tulip,0,303.0,680000.0,Al Barsha South Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,19,1,48000.0,43200.0,50400.0,STRONGER,Estimated Project Rent,,7.06,6.35,7.41
5612,Azizi Lina,Jebel Ali,Azizi Lina,1,653.0,947000.0,Jabal Ali First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,2547,30,45120.0,38400.0,57600.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,4.76,4.05,6.08
432,Creek Beach Orchid,Dubai Creek Harbour,Creek Beach Orchid,1,679.0,1700000.0,Al Khairan First,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R2,405,1,88320.0,81600.0,100800.0,STRONGER,Estimated Project Rent,,5.2,4.8,5.93
4750,Canal Residence West,Dubai Sports City,Canal Residence West,1,931.0,850000.0,Al Hebiah Fourth,Ready,RENTAL_MARKET_RENT_V1_CANDIDATE,GROSS_RENTAL_YIELD_V1_CANDIDATE,R4,1999,55,55680.0,49440.0,62400.0,BROADER,Estimated Area Rent,Based on broader area rental comparables. Individual building rents may differ materially.,6.55,5.82,7.34
