property_id,unit_status,area,project,bedrooms,size_sqft,price_aed,dld_rental_area,R1_comparables,R1_estimate,R1_method,R2_comparables,R2_estimate,R2_method,R3_comparables,R3_estimate,R3_method,R4_comparables,R4_estimate,R4_method,selected_tier,annual_market_rent_estimate,comparable_count,estimation_method,evidence_level,gross_rental_yield,warnings
3508,ready,Dubai Motor City,the community motor city,3,1446.0,1700000.0,Al Hebiah Fourth,0.0,,,0,,,0.0,,,842,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,76800.0,842,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.52,
8369,ready,Jumeirah village circle,aura residences,1,701.0,1100000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4339,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,4339,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.67,
7656,ready,Jumeirah village circle,concept 7 residences,,392.0,601000.0,Al Barsha South Fourth,,,,4,,,,,,2023,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2023,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.19,
2061,ready,Dubai Motor City,the community motor city,2,1077.0,1200000.0,Al Hebiah Fourth,0.0,,,0,,,0.0,,,1589,60480.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,60480.0,1589,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.04,
140,ready,Yas Island,yas beach residence,2,1958.0,2936770.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
4674,ready,Jumeirah Lake Towers,mbl royal,3,2308.0,4000000.0,Al Thanyah Fifth,0.0,,,11,242880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,413,158400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,242880.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.07,
5773,ready,Dubai Land Residence Complex,4direction residence 1,1,832.0,921879.0,Wadi Al Safa 5,0.0,,,0,,,0.0,,,2168,48960.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,48960.0,2168,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.31,
5574,ready,Jumeirah village circle,serenity lakes 2,1,850.0,870000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,5092,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,65280.0,5092,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.5,
4744,ready,Business Bay,ahad residences,3,2308.0,4700000.0,Business Bay,0.0,,,1,,,0.0,,,869,163200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,163200.0,869,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.47,
3495,ready,Jumeirah village circle,mayas geneva,,527.0,659000.0,Al Barsha South Fourth,,,,7,59520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2797,46080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,59520.0,7,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,9.03,
6446,ready,Yas Island,yas beach residence,3,2698.0,4181200.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
3666,ready,EMAAR Beachfront,sunrise bay,1,733.0,2450000.0,Marsa Dubai,0.0,,,37,121920.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3032,82176.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,121920.0,37,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.98,
7682,ready,Jumeirah village circle,stax,2,1086.0,1478737.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,3542,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,72000.0,3542,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.87,
8222,ready,Dubai Islands,flow residences,1,844.0,1930000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
253,ready,Business Bay,the paragon by igo,2,1222.0,2200000.0,Business Bay,0.0,,,6,144000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3240,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,144000.0,6,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.55,
2326,ready,Jumeirah village circle,binghatti royale,2,1618.0,2300000.0,Al Barsha South Fourth,0.0,,,4,,,0.0,,,1069,98400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,98400.0,1069,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.28,
3834,ready,Jumeirah Lake Towers,mbl royal,2,1460.0,2500000.0,Al Thanyah Fifth,0.0,,,16,182400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1208,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,182400.0,16,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.3,
5945,ready,Business Bay,the paragon by igo,,416.0,865000.0,Business Bay,,,,9,72000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2192,59520.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,72000.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,8.32,
5987,ready,Yas Island,yas beach residence,3,2724.0,4358910.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
2832,ready,Jumeirah village circle,westwood grande residences,1,806.0,1200000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,5123,64060.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,64060.0,5123,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.34,
3097,ready,Jumeirah village circle,catch residence by igo,2,1545.0,1850000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,1235,96000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,96000.0,1235,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.19,
6923,ready,Jumeirah village circle,luma22,2,1258.0,1896980.0,Al Barsha South Fourth,0.0,,,11,98880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2131,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,98880.0,11,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,5.21,
1516,ready,Al Furjan,azizi amber,,378.0,609999.0,Jabal Ali First,,,,25,46080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,1072,42720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,46080.0,25,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.55,
1234,ready,Yas Island,yas beach residence,2,2173.0,3257930.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
3955,ready,Jumeirah village circle,stax,,393.0,717470.0,Al Barsha South Fourth,,,,0,,,,,,2034,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2034,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.02,
3962,ready,Arjan,q gardens boutique residences,1,850.0,1096000.0,Al Barshaa South Third,0.0,,,20,78720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3149,62927.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,78720.0,20,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.18,
793,ready,Jumeirah village circle,westwood grande residences,,412.0,700000.0,Al Barsha South Fourth,,,,0,,,,,,2207,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,2207,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.17,
8311,ready,Al Barari,the cape,1,1380.0,3400000.0,Wadi Al Safa 3,0.0,,,0,,,0.0,,,614,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,76800.0,614,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.26,
6163,ready,Meydan City,wellington grand villas,5,13007.0,18400000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
7640,ready,Jumeirah village circle,binghatti luna,1,600.0,826000.0,Al Barsha South Fourth,0.0,,,47,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3042,55680.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,65280.0,47,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.9,
2989,ready,Dubai Production City,samana sky views,,,689000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
1279,ready,Dubai Marina,marina star,1,841.0,2276190.0,Marsa Dubai,0.0,,,9,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3564,85378.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,105600.0,9,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,4.64,
6556,ready,Business Bay,sol bay,1,972.0,1818890.0,Business Bay,0.0,,,39,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3108,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,39,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.75,
983,ready,Business Bay,sol bay,,491.0,1100000.0,Business Bay,,,,36,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2682,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,65280.0,36,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.93,
4545,ready,Dubai Creek Harbour,the cove,4,4620.0,11500000.0,,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
6141,ready,Jumeirah village circle,q gardens loft,,385.0,490000.0,Al Barsha South Fourth,,,,0,,,,,,1929,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,1929,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,8.82,
7286,ready,Business Bay,binghatti canal,,491.0,1300000.0,Business Bay,,,,21,73440.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2682,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,73440.0,21,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.65,
101,ready,Emaar South,golf edge,2,1181.0,1730000.0,Madinat Al Mataar,0.0,,,0,,,0.0,,,1483,76800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,76800.0,1483,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.44,
5203,ready,Business Bay,urban oasis by missoni,,323.0,958000.0,Business Bay,,,,0,,,,,,323,53424.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,53424.0,323,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.58,
3830,ready,Business Bay,the paragon by igo,3,2382.0,4000000.0,Business Bay,0.0,,,2,,,0.0,,,810,163200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,163200.0,810,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.08,
7282,ready,Arjan,48 parkside,2,1186.0,1645790.0,Al Barshaa South Third,0.0,,,6,110400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2685,75600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,110400.0,6,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,WEAK,6.71,
7842,ready,Al Furjan,azizi feirouz,1,1008.0,1020000.0,Jabal Ali First,0.0,,,13,70560.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4497,64981.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,70560.0,13,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.92,
4905,ready,Palm Jumeirah,raffles the palm dubai,4,4607.0,35500000.0,Palm Jumeirah,0.0,,,0,,,0.0,,,95,422400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,422400.0,95,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,1.19,
5981,ready,Dubai South,divine elements,2,929.0,1275000.0,Madinat Al Mataar,0.0,,,0,,,0.0,,,1793,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,65280.0,1793,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.12,
6733,ready,Dubai South,divine elements,1,,980000.0,Madinat Al Mataar,0.0,,,0,,,0.0,,,0,,,NO_CONTEXT,,0,,,,No DLD rental area or size
8220,ready,Palm Jumeirah,the palm tower,1,1054.0,4500000.0,Palm Jumeirah,0.0,,,38,240000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,461,139200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,240000.0,38,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.33,
3706,ready,Business Bay,urban oasis by missoni,3,1916.0,4800000.0,Business Bay,0.0,,,0,,,0.0,,,1827,140554.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,140554.0,1827,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.93,
6745,ready,Business Bay,urban oasis by missoni,3,1916.0,4800000.0,Business Bay,0.0,,,0,,,0.0,,,1827,140554.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,140554.0,1827,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.93,
1068,ready,Jumeirah village circle,eleganz,1,951.0,1560000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4622,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67200.0,4622,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.31,
4209,ready,Dubai Land Residence Complex,4direction residence 1,2,1251.0,1450000.0,Wadi Al Safa 5,0.0,,,0,,,0.0,,,1689,58080.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,58080.0,1689,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.01,
4389,ready,Jumeirah village circle,binghatti crest,1,618.0,905000.0,Al Barsha South Fourth,0.0,,,39,65280.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3156,57600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,65280.0,39,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.21,
4252,ready,Meydan City,emerge residences,2,1036.0,2580000.0,Nad Al Shiba First,0.0,,,0,,,0.0,,,532,80640.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,80640.0,532,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.13,
6235,ready,Palm Jumeirah,the palm tower,,524.0,2200000.0,Palm Jumeirah,,,,36,115200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,101,91200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,115200.0,36,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.24,
4524,ready,Al Jadaf Waterfront,binghatti twilight,2,876.0,1799000.0,Al Jadaf,0.0,,,0,,,0.0,,,2235,67235.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,67235.0,2235,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.74,
5394,ready,Arjan,vincitore volare,,503.0,668000.0,Al Barshaa South Third,,,,0,,,,,,2744,44160.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,44160.0,2744,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.61,
5497,ready,Jumeirah village circle,aura residences,,320.0,675000.0,Al Barsha South Fourth,,,,0,,,,,,695,42240.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,42240.0,695,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.26,
1459,ready,Jumeirah village circle,binghatti royale,1,756.0,1375000.0,Al Barsha South Fourth,0.0,,,148,91849.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4860,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,91849.0,148,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.68,
7285,ready,Dubai Creek Harbour,the cove,2,1338.0,3000000.0,Al Khairan First,0.0,,,37,150720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4384,143614.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,150720.0,37,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.02,
4046,ready,Arjan,vincitore volare,1,727.0,1000000.0,Al Barshaa South Third,0.0,,,0,,,0.0,,,2717,61440.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,61440.0,2717,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.14,
4997,ready,Jumeirah village circle,beverly residence 2,1,740.0,970000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4703,62400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,62400.0,4703,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.43,
6530,ready,Jumeirah village circle,empire residences,2,996.0,1300000.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4305,69120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,69120.0,4305,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.32,
6747,ready,Meydan City,emerge residences,3,3169.0,6700000.0,Nad Al Shiba First,0.0,,,0,,,0.0,,,35,153600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,153600.0,35,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,2.29,
3231,ready,Dubai Creek Harbour,harbour gate,1,683.0,1600000.0,Al Khairan First,0.0,,,38,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4297,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,86400.0,38,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.4,
5263,ready,Jumeirah village circle,oakley square residences,1,802.0,1450000.0,Al Barsha South Fourth,0.0,,,37,81600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,5153,63360.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,81600.0,37,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.63,
7022,ready,Damac Hills,park town,1,1021.0,1624000.0,Jabal Ali First,0.0,,,0,,,0.0,,,4436,64790.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,64790.0,4436,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,3.99,
884,ready,Dubai Sports City,canal residence west,3,2334.0,2334900.0,Al Hebiah Fourth,0.0,,,0,,,0.0,,,47,105600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,105600.0,47,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.52,
1727,ready,Jumeirah village circle,luma21,1,595.0,1000000.0,Al Barsha South Fourth,0.0,,,49,53760.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,3027,55131.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,53760.0,49,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.38,
5402,ready,Business Bay,the pad by omniyat,1,648.0,1550000.0,Business Bay,0.0,,,0,,,0.0,,,2486,75840.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,75840.0,2486,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.89,
1745,ready,Jumeirah village circle,binghatti crest,2,1140.0,1391000.0,Al Barsha South Fourth,0.0,,,30,98880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2912,72960.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,98880.0,30,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.11,
4041,ready,Jebel Ali,azizi lina,,320.0,601000.0,Jabal Ali First,,,,0,,,,,,369,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,43200.0,369,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.19,
472,ready,Jumeirah village circle,binghatti lavender,,380.0,715000.0,Al Barsha South Fourth,,,,19,52800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,1902,43200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,52800.0,19,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.38,
4263,ready,Dubai Creek Harbour,harbour gate,2,1202.0,2650000.0,Al Khairan First,0.0,,,71,129600.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4060,124800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,129600.0,71,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.89,
6327,ready,Jumeirah village circle,stax,1,677.0,1044712.0,Al Barsha South Fourth,0.0,,,0,,,0.0,,,4022,61920.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,61920.0,4022,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.93,
6435,ready,Jumeirah village circle,pantheon elysee,1,763.0,848999.0,Al Barsha South Fourth,0.0,,,25,67200.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4912,62571.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,67200.0,25,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.92,
735,ready,Dubai Creek Harbour,harbour gate,3,1640.0,3650000.0,Al Khairan First,0.0,,,29,181440.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,1832,172800.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,181440.0,29,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.97,
5081,ready,Jumeirah village circle,binghatti crest,3,1215.0,1708000.0,Al Barsha South Fourth,0.0,,,30,98880.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,2409,78720.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,98880.0,30,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.79,
4702,ready,Dubai Sports City,canal residence west,,559.0,570000.0,Al Hebiah Fourth,,,,0,,,,,,1743,40320.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,40320.0,1743,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.07,
3027,ready,Jumeirah village circle,binghatti crescent,2,988.0,1400000.0,Al Barsha South Fourth,0.0,,,17,96000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4372,69120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,96000.0,17,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,6.86,
7457,ready,Jumeirah village circle,binghatti tulip,,303.0,680000.0,Al Barsha South Fourth,,,,19,48000.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,245,40320.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,48000.0,19,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,MODERATE,7.06,
5612,ready,Jebel Ali,azizi lina,1,653.0,947000.0,Jabal Ali First,0.0,,,0,,,0.0,,,2547,45120.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,45120.0,2547,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,4.76,
432,ready,Dubai Creek Harbour,creek beach orchid,1,679.0,1700000.0,Al Khairan First,0.0,,,405,88320.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,0.0,,,4290,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,88320.0,405,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.2,
4750,ready,Dubai Sports City,canal residence west,1,931.0,850000.0,Al Hebiah Fourth,0.0,,,0,,,0.0,,,1999,55680.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,55680.0,1999,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,6.55,
5961,ready,Business Bay,vera residences,2,908.0,1700000.0,Business Bay,0.0,,,0,,,0.0,,,3163,86400.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R4,86400.0,3163,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,5.08,
7727,ready,Jumeirah village circle,oakley square residences,,507.0,840000.0,Al Barsha South Fourth,,,,23,60480.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,,,,2714,44160.0,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,R2,60480.0,23,RECENCY_WEIGHTED_MEDIAN_IQR1.5_CAL0.96,STRONG,7.2,
